pl_controv_flag,pl_name,hostname,pl_letter,sy_snum,discoverymethod,disc_year,pl_radj,pl_massj,st_spectype,st_rad,st_mass,st_met,st_lum,st_teff,st_rad.1
0,Kepler-49 c,Kepler-49,c,1,Transit,2012,0.21803945,0.0263664285993165,M1 V,0.618,0.607,0.03,-1.13077,4095.6,0.618
0,TOI-1420 b,TOI-1420,b,1,Transit,2023,1.06075658,0.0789734317234897,,0.923,0.987,0.28,-0.15181,5510.0,0.923
0,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,b,1,Microlensing,2021,0.107,0.00588367798099306,WD,,0.49,,,,
0,Kepler-717 b,Kepler-717,b,1,Transit,2016,0.21589794,,,0.85,0.88,-0.12,0.60439,5485.0,0.85
0,Kepler-1566 b,Kepler-1566,b,1,Transit,2016,0.07047908,,,0.81,0.84,-0.07,-0.43675,5254.0,0.81
0,Kepler-1022 b,Kepler-1022,b,1,Transit,2016,0.2105451,,,0.68,0.71,0.06,-0.85831,4445.0,0.68
0,HD 75784 b,HD 75784,b,1,Radial Velocity,2014,1.23,,G5,3.4,1.26,0.25,0.756,4867.0,3.4
0,Kepler-1321 d,Kepler-1321,d,1,Transit,2021,0.23449392,,,0.503,0.513,0.21,-0.8624,3640.0,0.503
0,Kepler-1340 b,Kepler-1340,b,1,Transit,2016,0.13828174,,,1.42,1.27,0.07,0.08683,6331.0,1.42
0,HD 73344 c,HD 73344,c,1,Radial Velocity,2025,1.2,,F6 V,1.22,1.19,0.16,0.26184,6148.0,1.22
0,Kepler-742 b,Kepler-742,b,1,Transit,2016,0.28905344,,,0.71,0.76,0.07,-0.69172,4642.0,0.71
0,Kepler-936 b,Kepler-936,b,1,Transit,2016,0.12936034,,,0.89,0.92,0.05,-0.19,5482.0,0.89
0,TOI-216.01,TOI-216,c,1,Transit,2019,0.9010632,0.56,,0.748,0.77,0.32,-0.44159,5026.0,0.748
0,Kepler-748 b,Kepler-748,b,1,Transit,2016,0.22481934,,,1.1,1.07,0.08,0.36017,5934.0,1.1
0,GJ 367 c,GJ 367,c,1,Radial Velocity,2023,0.166,,M1.0 V,0.458,0.455,-0.01,-1.5391,3522.0,0.458
0,Kepler-1349 b,Kepler-1349,b,1,Transit,2016,0.06244982,,,1.28,1.16,0.03,0.34263,6086.0,1.28
0,Kepler-1627 b,Kepler-1627,b,1,Transit,2016,0.32919975,,,0.84,0.87,-0.1,-0.30321,5445.0,0.84
0,Kepler-394 d,Kepler-394,d,1,Transit,2021,0.13388087,,,1.101,1.141,-0.14,0.05347,6398.0,1.101
0,Kepler-1601 b,Kepler-1601,b,1,Transit,2016,0.0731555,,,1.07,1.04,0.05,0.08501,5869.0,1.07
0,Kepler-1751 b,Kepler-1751,b,1,Transit,2021,0.16274216,,,0.967,0.974,-0.26,0.03608,6052.0,0.967
0,WASP-132 d,WASP-132,d,1,Radial Velocity,2024,1.15,,K4 V,0.758,0.789,0.15,-0.57512,4686.0,0.758
0,Kepler-411 c,Kepler-411,c,2,Transit,2016,0.3944152,0.0830632728188025,K2 V,0.82,0.87,0.21,-0.57899,4974.0,0.82
0,Kepler-283 c,Kepler-283,c,1,Transit,2014,0.162,,,0.566,0.596,-0.17,-0.98297,4351.0,0.566
0,Kepler-1086 b,Kepler-1086,b,2,Transit,2016,0.21768222,,,0.66,0.7,0.06,-0.85997,4350.0,0.66
0,HD 158259 b,HD 158259,b,1,Radial Velocity,2020,0.11439756,,G0,1.21,1.08,,0.21233,5801.89,1.21
0,Kepler-1023 b,Kepler-1023,b,1,Transit,2016,0.23463288,,,0.89,0.93,0.05,-0.1926,5494.0,0.89
0,Kepler-1497 b,Kepler-1497,b,1,Transit,2016,0.14809528,,,0.95,0.96,0.01,-0.0734,5675.0,0.95
0,Kepler-981 b,Kepler-981,b,1,Transit,2016,0.2060844,,,0.96,0.98,0.01,-0.08124,5718.0,0.96
0,K2-111 b,K2-111,b,1,Transit,2017,0.1623698,0.0175566433871344,G2,1.25,0.84,-0.46,0.27875,5775.0,1.25
0,Kepler-436 c,Kepler-436,c,1,Transit,2016,0.20786868,,,0.71,0.75,0.02,-0.701,4685.0,0.71
0,HD 175167 b,HD 175167,b,1,Radial Velocity,2009,1.09,14.8,G5 IV/V,1.75,1.09,0.28,0.45593,5635.0,1.75
0,Kepler-139 c,Kepler-139,c,1,Transit,2014,0.302,0.040902574199417,,1.3,1.078,0.35,0.01598,5594.0,1.3
0,Kepler-1743 b,Kepler-1743,b,1,Transit,2021,0.14264188,,,1.613,1.266,0.4,0.59938,5855.0,1.613
0,K2-173 b,K2-173,b,1,Transit,2018,0.14347952,,,0.843154,0.881538,-0.25,-0.05981,5580.0,0.843154
0,WASP-154 b,WASP-154,b,1,Transit,2025,0.96,0.626,,0.823,0.8,0.2,-0.50063,4774.0,0.823
0,Kepler-583 b,Kepler-583,b,1,Transit,2016,0.20340798,,,0.91,0.94,0.07,-0.10059,5523.0,0.91
0,WASP-57 b,WASP-57,b,1,Transit,2012,1.05,0.644,G6,0.927,0.886,-0.25,-0.00509,5600.0,0.927
0,Kepler-1770 b,Kepler-1770,b,1,Transit,2021,0.25349473,,,1.009,0.941,0.1,-0.2091,5602.0,1.009
0,Kepler-987 b,Kepler-987,b,1,Transit,2016,0.29083772,,,0.91,0.97,0.01,-0.14468,5637.0,0.91
0,Kepler-385 d,Kepler-385,d,1,Transit,2020,0.23361984,,,1.157,1.05,0.01,0.14374,5829.0,1.157
0,Gl 410 b,Gl 410,b,1,Radial Velocity,2025,0.253,,K,0.543,0.55,0.05,-1.239,3842.0,0.543
0,Kepler-1201 b,Kepler-1201,b,1,Transit,2016,0.20430012,,,1.24,1.15,0.03,0.04424,6177.0,1.24
0,Kepler-1540 b,Kepler-1540,b,2,Transit,2016,0.22214292,,,0.69,0.74,0.1,-0.81759,4540.0,0.69
0,TOI-2076 c,TOI-2076,c,1,Transit,2021,0.32959428,0.173049352382149,K,0.796,0.8557,0.02,-0.37779,5192.0,0.796
0,Kepler-176 c,Kepler-176,c,1,Transit,2014,0.232,0.00418464797578651,,0.891,0.86,0.13,-0.40427,5232.0,0.891
0,HD 96700 c,HD 96700,c,1,Radial Velocity,2021,0.151,,G0 V,1.16,0.89,-0.18,0.13988,5845.0,1.16
0,Kepler-1568 b,Kepler-1568,b,1,Transit,2016,0.11597823,,,1.19,1.09,0.09,0.25777,5956.0,1.19
0,HATS-23 b,HATS-23,b,1,Transit,2017,1.86,1.47,G V,1.199,1.121,0.28,0.15534,5780.0,1.199
0,K2-147 b,K2-147,b,1,Transit,2018,0.1314,,,0.578,0.563,-0.02,-1.25181,3690.0,0.578
0,Kepler-247 d,Kepler-247,d,1,Transit,2014,0.352,,,0.768,0.887,0.3,-0.42165,5100.0,0.768
0,Kepler-1552 b,Kepler-1552,b,1,Transit,2016,0.22035864,,,0.78,0.85,-0.07,-0.20141,5202.0,0.78
0,K2-398 b,K2-398,b,1,Transit,2022,0.20287304,,G2,1.239,0.945,-0.257,0.25966,5946.0,1.239
0,K2-268 b,K2-268,b,1,Transit,2018,0.13382127,,,0.78,0.84,0.03,-0.42942,5106.0,0.78
1,LkCa 15 c,LkCa 15,c,1,Imaging,2015,,,,1.60711,,0.26,-0.19164,4194.0,1.60711
0,Kepler-1542 c,Kepler-1542,c,1,Transit,2016,0.05798912,,,0.99,0.94,0.06,0.07026,5564.0,0.99
0,HD 30856 b,HD 30856,b,2,Radial Velocity,2011,1.21,,K0 III,4.4,1.17,-0.06,0.99564,4895.0,4.4
0,Kepler-173 c,Kepler-173,c,1,Transit,2014,0.217,,,0.949,1.067,0.0357,0.07365,6031.0,0.949
0,TOI-1117 b,TOI-1117,b,1,Transit,2025,0.21946688,0.0280025315672932,G5 V,1.05,0.97,0.136,-0.4437,5635.0,1.05
0,Kepler-1445 b,Kepler-1445,b,1,Transit,2016,0.08564546,,,1.26,1.13,-0.03,0.33963,6150.0,1.26
0,Kepler-1095 b,Kepler-1095,b,1,Transit,2016,0.10794897,,,0.92,0.94,-0.09,-0.09285,5658.0,0.92
0,Kepler-1123 b,Kepler-1123,b,1,Transit,2016,0.14898742,,,0.9,0.93,0.05,-0.29455,5500.0,0.9
0,WASP-197 b,WASP-197,b,1,Transit,2025,1.289,1.269,,2.112,1.36,0.0,0.77067,6050.0,2.112
0,Kepler-2000 b,Kepler-2000,b,1,Transit,2023,0.24355471,,,0.576,0.581,0.48,-1.05272,3757.0,0.576
0,Kepler-1371 c,Kepler-1371,c,1,Transit,2016,0.05709698,,,0.83,0.87,-0.07,-0.19829,5361.0,0.83
0,Kepler-538 b,Kepler-538,b,2,Transit,2016,0.1976094,0.0405879390132676,,0.8717,0.892,-0.09,-0.17887,5534.0,0.8717
0,HD 189567 c,HD 189567,c,1,Radial Velocity,2021,0.227,,G3 V,1.04,0.83,-0.24,0.32428,5726.0,1.04
0,Kepler-1877 b,Kepler-1877,b,1,Transit,2021,0.05567732,,,0.936,1.022,0.24,-0.07722,5615.0,0.936
0,Kepler-331 c,Kepler-331,c,1,Transit,2014,0.164,,,0.492,0.653,0.1179,-0.78358,4347.0,0.492
0,Kepler-543 b,Kepler-543,b,1,Transit,2016,0.22303506,,,0.67,0.7,-0.19,-0.64251,4671.0,0.67
0,HD 150010 b,HD 150010,b,1,Radial Velocity,2022,1.18,,K2 III,16.2,1.3,-0.25,1.98227,4153.0,16.2
0,Gliese 12 b,Gliese 12,b,1,Transit,2024,0.08546718,0.0121763817039803,M3.0 V,0.2617,0.2414,-0.32,-2.13787,3296.0,0.2617
0,Kepler-1105 b,Kepler-1105,b,1,Transit,2016,0.17932019,,,0.68,0.71,0.28,-0.94508,4299.0,0.68
0,Kepler-1311 b,Kepler-1311,b,1,Transit,2016,0.11062539,,,1.4,1.05,0.09,0.47186,5748.0,1.4
0,LP 791-18 d,LP 791-18,d,1,Transit,2023,0.09206903,0.00283171667534425,M(6.1 +/- 0.7) V,0.182,0.139,-0.09,-2.63827,2960.0,0.182
0,K2-58 c,K2-58,c,1,Transit,2016,0.14452672,,,0.86,0.89,0.11,-0.39764,5413.0,0.86
0,Kepler-1449 b,Kepler-1449,b,1,Transit,2016,0.14987956,,,1.1,1.08,0.04,0.50864,5979.0,1.1
0,HD 38801 b,HD 38801,b,1,Radial Velocity,2009,1.11,,K0,2.029,1.207,0.25,0.65896,5338.0,2.029
0,Kepler-389 c,Kepler-389,c,1,Transit,2014,0.13,,,0.792,0.765,-0.1,-0.51588,5376.0,0.792
0,Kepler-147 c,Kepler-147,c,1,Transit,2014,0.217,,,1.468,1.145,0.1,0.42733,6012.0,1.468
0,GJ 1265 b,GJ 1265,b,1,Radial Velocity,2018,0.234,,M4.5 V,0.192,0.178,-0.04,-2.4389,3236.0,0.192
0,Kepler-604 b,Kepler-604,b,1,Transit,2016,0.23106432,,,1.03,1.02,-0.02,0.09179,5890.0,1.03
0,WASP-175 b,WASP-175,b,1,Transit,2019,1.208,0.99,F7,1.204,1.212,0.15,0.78882,6229.0,1.204
0,K2-12 b,K2-12,b,1,Transit,2015,0.21768259,0.0163610296797668,F9,1.117,0.965,0.0,0.07181,5672.0,1.117
0,GJ 514 b,GJ 514,b,1,Radial Velocity,2022,0.19,,M0.5-1.0 V,0.5,0.51,-0.14,-1.36653,3728.0,0.5
0,Kepler-92 c,Kepler-92,c,1,Transit,2013,0.232,0.019,,1.7,1.21,0.1381,0.55818,5883.0,1.7
0,Kepler-1635 b,Kepler-1635,b,1,Transit,2016,0.32473905,,,0.85,0.89,0.06,-0.27981,5347.0,0.85
0,Kepler-667 b,Kepler-667,b,1,Transit,2016,0.42198234,,,0.87,0.91,0.15,0.55691,5327.0,0.87
0,Kepler-1709 b,Kepler-1709,b,1,Transit,2021,0.27872728,,,1.043,1.003,-0.04,0.11547,5918.0,1.043
0,K2-158 c,K2-158,c,1,Transit,2018,0.11419395,,,0.95,0.92,0.07,-0.16298,5503.0,0.95
0,EPIC 220674823 b,EPIC 220674823,b,1,Transit,2016,0.14952296,0.0245415445196502,G5 V,0.99,0.913,-0.005,-0.11919,5578.0,0.99
0,Kepler-167 b,Kepler-167,b,2,Transit,2014,0.15326996,,K4,0.749,0.777,0.02,-0.5391,4884.0,0.749
0,Kepler-127 c,Kepler-127,c,1,Transit,2014,0.237,,,1.359,1.248,0.2142,0.40651,6106.0,1.359
0,Kepler-111 c,Kepler-111,c,1,Transit,2014,0.632,0.7,,1.145,1.118,0.237,0.15836,5914.0,1.145
0,Kepler-890 b,Kepler-890,b,1,Transit,2016,0.79311268,,,1.13,1.09,0.09,0.32651,5954.0,1.13
0,MASCARA-4 b,MASCARA-4,b,2,Transit,2020,1.515,1.675,A7 V,1.79,1.75,0.0,1.08743,7800.0,1.79
0,Kepler-175 b,Kepler-175,b,1,Transit,2014,0.228,,,1.01,0.969,0.04,0.19402,6064.0,1.01
0,KOI-94 e,KOI-94,e,2,Transit,2013,0.585,0.11,,1.52,1.277,0.0228,0.479,6182.0,1.52
0,Kepler-374 c,Kepler-374,c,1,Transit,2014,0.098,,,0.911,1.033,0.1111,0.27435,5977.0,0.911
0,WASP-56 b,WASP-56,b,2,Transit,2012,0.94,0.45,G6,0.96,0.71,0.12,0.10256,5600.0,0.96
0,Kepler-557 b,Kepler-557,b,1,Transit,2016,0.23820145,,,1.16,1.11,0.02,0.72814,6068.0,1.16
0,Kepler-1904 b,Kepler-1904,b,1,Transit,2021,0.12405226,,,0.497,0.526,-0.1,-1.29761,3805.0,0.497
0,GPX-1 b,GPX-1,b,1,Transit,2021,1.47,19.7,F2,1.56,1.68,0.35,0.72673,7000.0,1.56
0,Kepler-186 e,Kepler-186,e,1,Transit,2014,0.113,,M1,0.472,0.478,-0.28,-1.385,3788.0,0.472
0,Kepler-1902 b,Kepler-1902,b,1,Transit,2021,0.10488341,,,0.514,0.52,0.06,-1.11736,3729.0,0.514
1,Kepler-747 b,Kepler-747,b,1,Transit,2016,0.47015791,,,0.78,0.82,-0.03,-0.432,5096.0,0.78
0,DH Tau b,DH Tau,b,1,Imaging,2004,2.7,11.0,M0.5,0.27,0.33,,-0.21153,4371.0,0.27
0,HD 134606 f,HD 134606,f,1,Radial Velocity,2024,0.2,,G5IV,1.158,1.046,0.343,0.06483,5576.0,1.158
0,GJ 3998 d,GJ 3998,d,1,Radial Velocity,2025,0.209,,M1,0.5,0.52,-0.13,-1.358,3726.0,0.5
0,HIP 5763 b,HIP 5763,b,1,Radial Velocity,2021,1.27,,K6 V,0.750378,0.72,,-0.73999,4352.0,0.750378
0,Kepler-1044 b,Kepler-1044,b,1,Transit,2016,0.23820145,,,1.11,1.08,0.04,0.03099,5985.0,1.11
0,TOI-2093 c,TOI-2093,c,1,Transit,2025,0.20519261,0.0497123594115991,K5 V,0.729,0.745,-0.08,-0.73565,4426.0,0.729
0,Kepler-316 b,Kepler-316,b,1,Transit,2014,0.095,,,0.52,0.587,-0.23,-0.93554,4204.0,0.52
0,Kepler-1085 c,Kepler-1085,c,1,Transit,2020,0.29156726,,,1.0783,1.05,0.22,0.07867,5816.0,1.0783
0,Kepler-1585 b,Kepler-1585,b,1,Transit,2016,0.1596931,,,0.91,0.94,0.08,-0.43354,5538.0,0.91
0,Kepler-1856 b,Kepler-1856,b,1,Transit,2021,0.15474009,,,0.816,0.782,0.14,-0.33065,4948.0,0.816
0,Kepler-116 b,Kepler-116,b,1,Transit,2014,0.305,,,1.454,1.198,0.07,0.42073,6142.0,1.454
0,Kepler-1958 b,Kepler-1958,b,1,Transit,2021,0.18299997,,,0.864,0.961,-0.1,-0.00092,5749.0,0.864
0,TOI-5238 b,TOI-5238,b,1,Transit,2022,0.46569801,,,1.02283,1.0,,-0.02335,5631.0,1.02283
0,HD 12648 b,HD 12648,b,1,Radial Velocity,2015,1.2,,G5,11.02,0.67,-0.57,1.75277,4835.0,11.02
0,Kepler-1301 b,Kepler-1301,b,1,Transit,2016,0.12489963,,,0.81,0.85,0.01,-0.34618,5188.0,0.81
0,Kepler-879 c,Kepler-879,c,1,Transit,2024,0.03568567,,G,1.022,0.974,0.05,0.0334,5456.75,1.022
0,HD 33142 d,HD 33142,d,1,Radial Velocity,2022,0.832,,K0 III,4.17,1.52,0.06,1.00043,5025.4,4.17
0,Kepler-1695 b,Kepler-1695,b,1,Transit,2020,0.09987412,,,0.987155,0.96,-0.0347,-0.10357,5473.19,0.987155
0,TOI-1266 b,TOI-1266,b,1,Transit,2020,0.22481973,0.0140327293022615,M2,0.4232,0.437,-0.109,-1.58021,3563.0,0.4232
0,Kepler-1103 b,Kepler-1103,b,1,Transit,2016,0.20251584,,,1.15,1.11,-0.01,0.52181,6092.0,1.15
0,TOI-470 b,TOI-470,b,1,Transit,2023,0.38718953,,G,0.831,0.87,0.1,-0.35799,5190.0,0.831
0,HIP 114933 b,HIP 114933,b,1,Radial Velocity,2021,1.2,,K0 III,5.27,1.39,0.06,1.13988,4823.0,5.27
0,11 Com b,11 Com,b,2,Radial Velocity,2007,1.09,,G8 III,13.76,2.09,-0.26,1.97823,4874.0,13.76
0,Kepler-1162 c,Kepler-1162,c,1,Transit,2023,0.16147766,,,0.859,0.861,0.14,-0.32228,5225.0,0.859
0,TOI-2266 b,TOI-2266,b,1,Transit,2024,0.13738983,,M5.0+0.5-0.5,0.24,0.23,,-2.16716,3200.0,0.24
0,Kepler-686 b,Kepler-686,b,1,Transit,2016,1.0839504,,,0.92,0.94,-0.07,0.10792,5649.0,0.92
0,Kepler-184 b,Kepler-184,b,1,Transit,2014,0.211,,,0.873,0.872,-0.1958,-0.22509,5788.0,0.873
0,GJ 3512 b,GJ 3512,b,1,Radial Velocity,2019,1.27,,M5.5 V,0.139,0.123,-0.07,-2.8041,3141.0,0.139
0,HAT-P-56 b,HAT-P-56,b,1,Transit,2015,1.51,2.31,F8,1.47,1.42,0.0,0.55274,6566.0,1.47
0,Kepler-1112 b,Kepler-1112,b,1,Transit,2016,0.26942635,,,1.54,1.34,0.04,0.54224,6496.0,1.54
0,Kepler-345 c,Kepler-345,c,1,Transit,2014,0.107,0.00692193940156688,,0.623,0.61,0.1905,-0.49534,4504.0,0.623
0,COCONUTS-2 b,COCONUTS-2 A,b,1,Imaging,2021,1.11,8.0,M3 V,0.388,0.37,0.0,-1.732,3406.0,0.388
0,WASP-116 b,WASP-116,b,1,Transit,2025,1.22,0.64,,1.426,1.25,0.0,0.49624,6250.0,1.426
0,TOI-1685 b,TOI-1685,b,1,Transit,2021,0.12677335,0.00965930021478539,M3 V,0.462,0.466,0.01,-1.51856,3470.0,0.462
0,Kepler-1820 b,Kepler-1820,b,1,Transit,2021,0.27824391,,,0.931,1.047,0.07,-0.02202,5841.0,0.931
0,Kepler-993 b,Kepler-993,b,1,Transit,2016,0.26496565,,,0.54,0.57,0.03,-1.22868,3843.0,0.54
0,Kepler-261 c,Kepler-261,c,1,Transit,2014,0.178,,,0.794,0.834,0.1621,-0.471,5098.0,0.794
0,Kepler-1560 b,Kepler-1560,b,1,Transit,2016,0.07940048,,,1.02,1.02,0.04,-0.03447,5815.0,1.02
0,WASP-130 b,WASP-130,b,1,Transit,2016,0.89,1.23,G6,0.96,1.04,0.26,-0.03215,5625.0,0.96
0,HD 332231 b,HD 332231,b,1,Transit,2020,0.80944319,0.233144672936677,F8,1.266,1.1642,0.043,0.30792,6128.0,1.266
0,HD 39091 b,HD 39091,b,1,Radial Velocity,2001,1.1,14.1,G0 V,1.17,1.07,0.09,0.15957,5998.0,1.17
0,Kepler-233 c,Kepler-233,c,1,Transit,2014,0.242,,,0.758,0.855,-0.09,-0.32754,5360.0,0.758
0,Kepler-218 d,Kepler-218,d,1,Transit,2016,0.23730931,,,1.02,1.01,0.31,0.00935,5542.0,1.02
0,TOI-6002 b,TOI-6002,b,1,Transit,2024,0.14720339,,M3.5+/-0.5,0.2432,0.2101,-0.18,-2.23508,3229.0,0.2432
0,Kepler-1360 b,Kepler-1360,b,1,Transit,2016,0.30332768,,,1.83,1.51,0.06,0.92337,6778.0,1.83
0,EPIC 220554210 c,K2-282,c,1,Transit,2019,0.14274268,,,1.0,0.94,-0.23,-0.21463,5499.0,1.0
0,Kepler-270 b,Kepler-270,b,1,Transit,2014,0.179,,,1.461,1.17,0.15,0.31211,6067.0,1.461
0,Kepler-215 d,Kepler-215,d,1,Transit,2014,0.213,0.074,,1.027,0.788,-0.4425,-0.1172,5739.0,1.027
0,Kepler-1867 b,Kepler-1867,b,1,Transit,2021,0.10347595,,,0.816,0.911,-0.24,0.21949,5693.0,0.816
0,HD 20782 b,HD 20782,b,2,Radial Velocity,2006,1.21,,G1.5 V,1.12681,1.04,-0.0537,0.10674,5782.13,1.12681
0,Kepler-48 b,Kepler-48,b,1,Transit,2012,0.16772237,0.012396564200988,,0.89,0.88,0.17,-0.28926,5194.0,0.89
0,Kepler-1380 b,Kepler-1380,b,1,Transit,2016,0.12757605,,,0.94,0.96,0.1,0.47259,5570.0,0.94
0,Kepler-693 b,Kepler-693,b,2,Transit,2016,0.90819877,,,0.72,0.76,-0.1,-0.42704,4881.0,0.72
0,K2-54 b,K2-54,b,1,Transit,2016,0.233,,,0.643,0.615,-0.02,-1.02228,3990.0,0.643
0,Kepler-1834 c,Kepler-1834,c,1,Transit,2023,0.1088413,,,0.788,0.765,0.16,-0.57662,4821.0,0.788
0,Kepler-1416 b,Kepler-1416,b,1,Transit,2016,0.07850834,,,1.15,1.09,0.03,0.28393,6019.0,1.15
0,Kepler-292 e,Kepler-292,e,1,Transit,2014,0.238,,,0.826,0.865,0.04,-0.33691,5299.0,0.826
0,Kepler-653 b,Kepler-653,b,1,Transit,2016,0.17396735,,,1.19,1.02,0.23,0.11872,5665.0,1.19
0,TOI-1751 b,TOI-1751,b,1,Transit,2024,0.26325181,0.0613538612991255,,1.3137,0.9382,-0.373,0.29732,5970.0,1.3137
0,TOI-771 c,TOI-771,c,1,Radial Velocity,2025,0.134,,M3,0.232,0.22,-0.13,-2.20343,3370.0,0.232
0,GJ 433 d,GJ 433,d,1,Radial Velocity,2020,0.191,,M2V,0.5,0.48,-0.17,-1.69897,3461.0,0.5
0,HD 106315 b,HD 106315,b,1,Transit,2017,0.21768222,0.0396438347544285,F5 V,1.296,1.091,-0.311,0.39454,6327.0,1.296
0,K2-268 c,K2-268,c,1,Transit,2018,0.23998614,,,0.78,0.84,0.03,-0.42942,5106.0,0.78
0,Kepler-1485 b,Kepler-1485,b,1,Transit,2016,0.13114462,,,1.12,1.11,0.02,0.28006,6087.0,1.12
0,Kepler-1134 b,Kepler-1134,b,1,Transit,2016,0.23552502,,,0.81,0.84,-0.1,-0.39721,5281.0,0.81
0,Kepler-416 c,Kepler-416,c,1,Transit Timing Variations,2014,0.20983175,,,1.075,1.0,0.1259,0.02791,5718.0,1.075
0,HD 202206 c,HD 202206,c,2,Radial Velocity,2004,1.08,17.9,G6 V,1.04,1.07,0.3,0.03486,5766.0,1.04
0,Kepler-769 c,Kepler-769,c,1,Transit,2016,0.1596931,,,1.28,1.19,0.06,0.1791,6186.0,1.28
0,Kepler-1900 b,Kepler-1900,b,1,Transit,2021,0.1448077,,,1.041,1.104,-0.04,0.21994,6173.0,1.041
0,Kepler-1466 b,Kepler-1466,b,1,Transit,2016,0.13828174,,,1.02,1.01,-0.07,-0.02273,5884.0,1.02
0,K2-405 b,K2-405,b,1,Transit,2022,0.40761958,,K0,0.765,1.034,0.132,-0.48798,4927.0,0.765
0,K2-124 b,K2-124,b,1,Transit,2017,0.25872067,,,0.388,0.39,0.023,-1.65919,3570.0,0.388
0,Kepler-322 b,Kepler-322,b,1,Transit,2014,0.09,,,0.89,0.908,0.12,-0.28786,5388.0,0.89
0,Kepler-1317 b,Kepler-1317,b,1,Transit,2016,0.13917388,,,0.79,0.83,-0.01,-0.41358,5144.0,0.79
0,Kepler-1673 b,Kepler-1673,b,1,Transit,2020,0.2618895,,,1.13166,1.11,0.228,0.17906,6014.95,1.13166
0,Kepler-740 b,Kepler-740,b,1,Transit,2016,0.40770809,,,0.87,0.91,0.03,-0.12268,5438.0,0.87
0,EPIC 201754305 d,K2-16,d,1,Transit,2019,0.09189045,,K3 V,0.544,0.67,-0.33,-0.76082,4761.0,0.544
0,TOI-4600 b,TOI-4600,b,1,Transit,2023,0.607,3.02,K V,0.81,0.89,0.16,-0.37675,5170.0,0.81
0,Kepler-567 b,Kepler-567,b,1,Transit,2016,0.20073156,,,0.79,0.84,0.0,-0.40926,5148.0,0.79
0,TOI-1338 b,TOI-1338 A,b,2,Transit,2020,0.6835,0.0355,F8,1.313,1.0936,0.01,0.32898,5723.2,1.313
0,Kepler-888 b,Kepler-888,b,1,Transit,2016,0.15701668,,,0.9,0.97,-0.21,-0.04319,5875.0,0.9
0,Kepler-1972 b,Kepler-1972,b,1,Transit,2022,0.07154977,0.0063556307602171,,1.384,1.12,0.23,0.29447,5818.0,1.384
0,HIP 19976 b,HIP 19976,b,2,Radial Velocity,2022,0.441,,,0.772319,0.67,,-0.72939,4316.0,0.772319
0,HD 89744 b,HD 89744,b,2,Radial Velocity,1999,1.12,,F7 V,2.13257,1.86,0.2238,0.79579,6291.0,2.13257
0,Kepler-648 b,Kepler-648,b,1,Transit,2016,0.28726916,,,0.98,1.05,0.21,-0.05328,5741.0,0.98
0,Kepler-1744 b,Kepler-1744,b,1,Transit,2021,0.33611799,,,0.85,0.886,-0.5,-0.09777,5986.0,0.85
0,HIP 12961 b,HIP 12961,b,1,Radial Velocity,2010,1.18,,M0,0.65,0.69,-0.14,-1.00302,3901.0,0.65
0,TOI-1346 b,TOI-1346,b,1,Transit,2025,0.21322189,,,0.78,0.82,-0.01,-0.47288,5099.0,0.78
0,BD+37 3172 b,BD+37 3172,b,1,Radial Velocity,2023,1.11,,,50.24,3.75,-0.03,2.84,4500.0,50.24
0,Kepler-95 b,Kepler-95,b,1,Transit,2014,0.305,0.041,,1.41,1.08,0.3,0.28105,5699.0,1.41
0,Kepler-1670 b,Kepler-1670,b,1,Transit,2020,0.2994451,,,1.51889,1.05,-0.08,0.3828,5838.0,1.51889
0,Kepler-1308 b,Kepler-1308,b,1,Transit,2016,0.04639129,,,0.34,0.35,-0.13,-1.50254,3468.0,0.34
0,Kepler-404 c,Kepler-404,c,1,Transit,2014,0.153,,,0.884,0.86,-0.03,-0.33704,5654.0,0.884
0,HD 207897 b,HD 207897,b,1,Transit,2021,0.20903072,0.0465660075501055,K0 V,0.7827,0.8208,-0.03,-0.42136,5106.0,0.7827
0,Kepler-1400 b,Kepler-1400,b,1,Transit,2016,0.14452672,,,0.78,0.83,0.04,-0.57763,5044.0,0.78
0,HD 96992 b,HD 96992,b,1,Radial Velocity,2021,1.22,,K0,7.43,0.96,-0.45,1.47,4725.0,7.43
0,Kepler-326 d,Kepler-326,d,1,Transit,2014,0.108,0.022,,0.801,0.91,0.2385,-0.15657,5105.0,0.801
0,Kepler-129 c,Kepler-129,c,1,Transit,2014,0.22481973,0.135293130044225,G4 V,1.653,1.178,0.29,0.46365,5770.0,1.653
0,TOI-1775 b,TOI-1775,b,1,Transit,2024,0.71793227,0.302049778703387,,0.8288,0.9218,0.162,-0.31605,5284.0,0.8288
0,K2-73 c,K2-73,c,1,Radial Velocity,2025,1.16,,,1.058,1.02,0.04,0.07609,5867.0,1.058
0,Kepler-1795 b,Kepler-1795,b,1,Transit,2021,0.14836462,,,0.688,0.768,0.28,-0.757,4500.0,0.688
0,WASP-139 b,WASP-139,b,2,Transit,2016,0.8,0.117,K0,0.8,0.92,0.2,-0.34535,5310.0,0.8
0,Kepler-512 b,Kepler-512,b,1,Transit,2016,0.23998573,,,1.3,1.17,0.22,0.21625,5997.0,1.3
0,HD 191939 e,HD 191939,e,1,Radial Velocity,2022,1.16,,G9 V,0.94,0.81,-0.15,-0.18709,5348.0,0.94
