pl_controv_flag,pl_name,hostname,pl_letter,sy_snum,discoverymethod,disc_year,pl_radj,pl_massj,st_spectype,st_rad,st_mass,st_met,st_lum,st_teff,st_rad.1
0,Kepler-1167 b,Kepler-1167,b,1,Transit,2016,0.15255598,,,0.75,0.79,-0.05,-0.53589,4971.0,0.75
0,Kepler-1740 b,Kepler-1740,b,1,Transit,2021,0.29647782,,,0.905,0.943,-0.06,-0.07942,5705.0,0.905
0,Kepler-1581 b,Kepler-1581,b,1,Transit,2016,0.07137122,,,1.23,1.12,0.07,0.39085,6022.0,1.23
0,Kepler-644 b,Kepler-644,b,1,Transit,2016,0.28102418,,,1.81,1.49,0.08,0.71041,6747.0,1.81
0,Kepler-1752 b,Kepler-1752,b,1,Transit,2021,0.40508631,,,0.821,0.824,-0.2,-0.39819,5446.0,0.821
0,Kepler-280 c,Kepler-280,c,1,Transit,2014,0.179,,,0.886,0.962,0.1213,-0.06437,5744.0,0.886
0,Kepler-1208 b,Kepler-1208,b,1,Transit,2016,0.20697654,,,0.76,0.8,-0.03,-0.55349,5001.0,0.76
0,Kepler-263 c,Kepler-263,c,1,Transit,2014,0.22,,,0.785,0.793,-0.0314,-0.45614,5265.0,0.785
0,HD 136352 b,HD 136352,b,1,Radial Velocity,2019,0.14845239,0.0148507807862499,G4 V,1.058,0.87,-0.24,0.0162,5664.0,1.058
0,Kepler-1101 b,Kepler-1101,b,1,Transit,2016,0.22035864,,,0.91,0.94,-0.04,-0.35135,5614.0,0.91
0,HD 168746 b,HD 168746,b,1,Radial Velocity,2002,0.993,,G5,1.09,1.07,-0.08,0.04139,5570.0,1.09
0,HAT-P-7 b,HAT-P-7,b,2,Transit,2008,1.51,1.84,,2.0,1.56,0.26,0.8142,6389.0,2.0
0,Kepler-560 b,Kepler-560,b,2,Transit,2016,0.15344812,,,0.33,0.34,-0.39,-1.717,3556.0,0.33
0,Kepler-150 d,Kepler-150,d,1,Transit,2014,0.249,,,0.939,0.956,0.12,-0.16141,5560.0,0.939
0,Kepler-498 b,Kepler-498,b,1,Transit,2016,0.27031849,,,0.96,0.98,-0.04,0.17242,5744.0,0.96
0,Kepler-817 b,Kepler-817,b,1,Transit,2016,0.80560264,,,1.03,1.03,0.02,0.08609,5861.0,1.03
0,Kepler-937 b,Kepler-937,b,1,Transit,2016,0.33187617,,,1.22,1.15,0.08,0.28097,6095.0,1.22
0,K2-10 b,K2-10,b,1,Transit,2015,0.33660509,0.0792880669096391,F9,0.956,0.88,-0.07,-0.10088,5533.0,0.956
0,Kepler-571 b,Kepler-571,b,1,Transit,2016,0.23552502,,,0.9,0.93,0.01,-0.22253,5527.0,0.9
0,Kepler-1458 b,Kepler-1458,b,1,Transit,2016,0.24623071,,,0.94,0.96,0.02,-0.24032,5653.0,0.94
0,K2-335 b,K2-335,b,1,Transit,2021,0.19716333,,,1.33,1.23,0.1,0.39509,6222.0,1.33
0,Kepler-1600 c,Kepler-1600,c,1,Transit,2021,0.17325974,,,0.834,0.818,0.1,-0.33945,5119.0,0.834
0,HIP 41378 f,HIP 41378,f,1,Transit,2016,0.82077044,0.0377562223379234,F6,1.273,1.16,-0.1,0.39646,6320.0,1.273
0,Kepler-221 d,Kepler-221,d,1,Transit,2014,0.244,0.0113583302199919,,0.821,0.854,0.0616,-0.40429,5243.0,0.821
0,Kepler-626 b,Kepler-626,b,1,Transit,2016,0.20430012,,,1.05,1.01,0.01,-0.04194,5813.0,1.05
0,K2-39 b,K2-39,b,1,Transit,2016,0.56,0.09,,2.97,0.66,0.32,0.67409,4881.0,2.97
0,Kepler-1549 b,Kepler-1549,b,1,Transit,2016,0.22928004,,,0.84,0.88,0.02,-0.27333,5324.0,0.84
0,K2-62 c,K2-62,c,1,Transit,2016,0.17753621,,,0.696,0.67,-0.1,-0.72658,4455.0,0.696
0,Kepler-1149 b,Kepler-1149,b,1,Transit,2016,0.1284682,,,1.01,1.02,0.02,0.16546,5833.0,1.01
0,Kepler-1288 b,Kepler-1288,b,1,Transit,2016,0.09991971,,,1.29,1.2,0.14,0.30207,6132.0,1.29
0,Kepler-128 b,Kepler-128,b,1,Transit,2013,0.12677335,0.0119246735550608,,1.659,1.184,-0.03,0.57542,6072.0,1.659
0,Kepler-1245 b,Kepler-1245,b,1,Transit,2016,0.1284682,,,0.83,0.86,-0.01,-0.41093,5306.0,0.83
0,Kepler-1068 b,Kepler-1068,b,1,Transit,2016,0.32384691,,,1.01,1.01,0.03,-0.02521,5806.0,1.01
0,Kepler-311 c,Kepler-311,c,1,Transit,2014,0.128,,,1.188,0.994,-0.03,0.19328,5905.0,1.188
0,Kepler-150 e,Kepler-150,e,1,Transit,2014,0.278,,,0.939,0.956,0.12,-0.16141,5560.0,0.939
0,Kepler-272 c,Kepler-272,c,1,Transit,2014,0.16,0.308,,0.929,0.91,0.04,0.06634,5297.0,0.929
0,Kepler-152 c,Kepler-152,c,1,Transit,2014,0.213,,,0.724,0.779,-0.12,-0.46488,5088.0,0.724
0,Kepler-1506 b,Kepler-1506,b,1,Transit,2016,0.11776251,,,0.93,0.95,-0.05,0.42561,5676.0,0.93
0,HAT-P-22 b,HAT-P-22,b,2,Transit,2010,1.15,2.47,G5 V,1.11,1.13,0.24,-0.114,5302.0,1.11
0,K2-25 b,K2-25,b,1,Transit,2015,0.306,0.0770856206065935,M4.5 V,0.2932,0.2634,0.15,-2.08831,3207.0,0.2932
0,CoRoT-3 b,CoRoT-3,b,1,Transit,2008,1.01,21.66,F3 V,1.56,1.37,0.14,0.39086,6740.0,1.56
0,HD 205739 b,HD 205739,b,1,Radial Velocity,2008,1.21,,F7 V,1.33,1.22,0.19,0.36,6176.0,1.33
0,NGTS-10 b,NGTS-10,b,1,Transit,2020,1.205,2.162,K5 V,0.697,0.696,-0.02,-0.75673,4600.0,0.697
0,HD 224693 b,HD 224693,b,1,Radial Velocity,2006,1.25,,G2 V,1.93,1.31,0.27,0.61,5894.0,1.93
0,HD 156279 b,HD 156279,b,1,Radial Velocity,2011,1.12,,G6,0.95,0.94,0.14,-0.14596,5453.0,0.95
0,HD 12661 b,HD 12661,b,1,Radial Velocity,2000,1.18,,K0,1.2,1.2,0.36,0.1327,5645.0,1.2
0,2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,1,Imaging,2004,1.15,5.0,M8,0.21887,0.024,,-2.56086,2825.0,0.21887
0,HD 16417 b,HD 16417,b,2,Radial Velocity,2008,0.446,,G1 V,1.639984,1.2,0.06,0.44317,5841.0,1.639984
0,HD 19994 b,HD 19994,b,3,Radial Velocity,2003,1.21,,F8 V,1.79647,1.365,0.27,0.58,6188.0,1.79647
0,61 Vir b,61 Vir,b,1,Radial Velocity,2009,0.188,,G5 V,0.963,0.942,-0.01,-0.095,5577.0,0.963
0,HD 156279 c,HD 156279,c,1,Radial Velocity,2018,1.11,9.75,G6,0.95,0.94,0.14,-0.14596,5453.0,0.95
0,GJ 179 b,GJ 179,b,1,Radial Velocity,2009,1.23,0.95,M3.5 V,0.38,0.357,0.3,-1.796,3370.0,0.38
0,GQ Lup b,GQ Lup,b,1,Imaging,2004,3.0,20.0,K7e V,1.94153,0.7,-0.35,-0.07239,4360.0,1.94153
0,GJ 832 b,GJ 832,b,1,Radial Velocity,2008,1.23,0.99,M2/3 V,0.441557,0.45,-0.3,-1.585,3472.0,0.441557
0,HD 37605 b,HD 37605,b,1,Radial Velocity,2004,1.18,,K0,0.91,0.94,0.27,-0.22,5329.0,0.91
0,HD 33283 b,HD 33283,b,2,Radial Velocity,2006,1.12,,G3/G5 V,1.97,1.38,0.35,0.64,5935.0,1.97
0,Kepler-4 b,Kepler-4,b,1,Transit,2009,0.357,0.077,,1.487,1.223,0.17,0.354,5857.0,1.487
0,HD 9446 b,HD 9446,b,1,Radial Velocity,2009,1.25,,G5 V,1.0,1.0,0.09,0.04139,5793.0,1.0
0,61 Vir c,61 Vir,c,1,Radial Velocity,2009,0.398,,G5 V,0.963,0.942,-0.01,-0.095,5577.0,0.963
0,61 Vir d,61 Vir,d,1,Radial Velocity,2009,0.456,,G5 V,0.963,0.942,-0.01,-0.095,5577.0,0.963
0,HD 134987 c,HD 134987,c,1,Radial Velocity,2009,1.24,,G5 V,1.25,1.1,0.28,0.25527,5585.0,1.25
0,HD 110014 b,HD 110014,b,1,Radial Velocity,2009,1.11,,K2 III,20.9,2.17,0.19,2.30408,4445.0,20.9
0,HD 79498 b,HD 79498,b,2,Radial Velocity,2011,1.22,,G5,1.05,1.08,0.18,0.03,5748.0,1.05
0,WASP-43 b,WASP-43,b,1,Transit,2011,0.93,1.78,K7 V,0.6,0.58,-0.05,-0.82509,4400.0,0.6
0,HD 45652 b,HD 45652,b,1,Radial Velocity,2008,1.28,,G8/K0,0.94,0.92,0.26,-0.2,5294.0,0.94
0,HIP 79431 b,HIP 79431,b,1,Radial Velocity,2009,1.19,,M3 V,0.478625,0.49,0.4,-1.54921,3191.0,0.478625
0,HD 3167 b,HD 3167,b,1,Transit,2016,0.14898768,0.0156373687516233,K0 V,0.88,0.837,0.04,-0.27003,5261.0,0.88
0,GJ 876 b,GJ 876,b,1,Radial Velocity,1998,1.19,2.2756,M2.5V,0.3,0.32,0.2129,-1.90658,3293.74,0.3
0,HD 114783 c,HD 114783,c,1,Radial Velocity,2018,1.2,1.9,K1 V,0.840622,0.9,0.21,-0.3725,5135.0,0.840622
0,HD 47186 c,HD 47186,c,1,Radial Velocity,2008,1.16,,G6 V,1.08,0.96,0.24,0.04298,5657.0,1.08
0,HD 114783 b,HD 114783,b,1,Radial Velocity,2001,1.23,,K0,0.840622,0.853,0.21,-0.3725,5135.0,0.840622
0,HD 148156 b,HD 148156,b,1,Radial Velocity,2009,1.24,,G0/2 V,1.21,1.22,0.29,0.25042,6308.0,1.21
0,HD 12661 c,HD 12661,c,1,Radial Velocity,2002,1.18,2.83,K0,1.11,1.02,0.36,0.063,5748.0,1.11
0,HIP 14810 c,HIP 14810,c,1,Radial Velocity,2006,1.22,,G5,1.07,1.01,0.24,-0.01,5544.0,1.07
0,HIP 14810 b,HIP 14810,b,1,Radial Velocity,2005,1.16,,G5,1.07,1.01,0.24,-0.01,5544.0,1.07
0,GJ 876 d,GJ 876,d,1,Radial Velocity,2005,0.224,0.021,M2.5V,0.3,0.32,0.2129,-1.90658,3293.74,0.3
0,GJ 876 e,GJ 876,e,1,Radial Velocity,2010,0.35,0.046,M2.5V,0.3,0.32,0.2129,-1.90658,3293.74,0.3
0,gam1 Leo b,gam1 Leo,b,2,Radial Velocity,2009,1.12,,K1 IIIb Fe-0.5,31.88,1.23,-0.51,2.51,4330.0,31.88
0,HD 156411 b,HD 156411,b,1,Radial Velocity,2009,1.25,,F8 IV/V,2.16,1.25,-0.12,0.731,5900.0,2.16
0,HD 8535 b,HD 8535,b,2,Radial Velocity,2010,1.25,,G0 V,1.19,1.13,0.06,0.33266,6136.0,1.19
0,HD 37605 c,HD 37605,c,1,Radial Velocity,2012,1.17,,K0,0.91,0.94,0.27,-0.22,5329.0,0.91
0,K2-138 c,K2-138,c,1,Transit,2017,0.20510304,0.0198533807381304,G8 V,0.863,0.935,0.14,-0.28654,5356.3,0.863
0,HD 1605 c,HD 1605,c,1,Radial Velocity,2015,1.16,,K1 IV,3.49,1.33,0.22,0.81,4915.0,3.49
0,HAT-P-18 b,HAT-P-18,b,1,Transit,2010,0.995,0.197,K2,0.749,0.77,0.1,-0.569,4803.0,0.749
0,WASP-31 b,WASP-31,b,1,Transit,2010,1.549,0.478,,1.252,1.163,-0.2,0.33572,6302.0,1.252
0,BD+20 2457 b,BD+20 2457,b,1,Radial Velocity,2009,1.08,,K2 II,49.0,2.8,-1.0,3.17,4137.0,49.0
0,HD 240210 b,HD 240210,b,1,Radial Velocity,2009,1.14,,K3 III,25.456816,0.82,-0.18,1.55,4297.0,25.456816
0,CoRoT-17 b,CoRoT-17,b,1,Transit,2011,1.02,2.43,G2 V,1.59,1.04,0.0,0.13421,5740.0,1.59
0,HD 132563 b,HD 132563,b,3,Radial Velocity,2011,1.21,,F8,1.29577,1.231,-0.06,0.37408,6289.0,1.29577
0,HD 55696 b,HD 55696,b,1,Radial Velocity,2018,1.16,4.27,G0 V,1.52,1.29,0.37,0.43,6012.0,1.52
0,HD 148164 b,HD 148164,b,1,Radial Velocity,2018,1.22,,F8,1.34,1.21,0.24,0.33,6032.0,1.34
0,24 Sex c,24 Sex,c,1,Radial Velocity,2010,1.24,,K0 IV,4.9,1.54,-0.03,1.164,5098.0,4.9
0,K2-138 f,K2-138,f,1,Transit,2017,0.25907753,0.00512852782934273,G8 V,0.863,0.935,0.14,-0.28654,5356.3,0.863
0,CoRoT-5 b,CoRoT-5,b,1,Transit,2009,1.388,0.467,F9 V,1.186,1.0,-0.25,0.18,6100.0,1.186
0,HD 192310 c,HD 192310,c,1,Radial Velocity,2011,0.469,,K3V,0.857922,0.8,-0.04,-0.41454,5166.0,0.857922
0,HD 22781 b,HD 22781,b,1,Radial Velocity,2011,1.1,,K1,0.743475,0.75,-0.37,-0.47556,5027.0,0.743475
0,HD 68988 b,HD 68988,b,1,Radial Velocity,2001,1.2,,G2 V,1.19,1.28,0.35,0.22184,5932.0,1.19
0,HD 148164 c,HD 148164,c,1,Radial Velocity,2018,1.15,,F8,1.34,1.21,0.24,0.33,6032.0,1.34
0,HD 29985 b,HD 29985,b,1,Radial Velocity,2022,1.14,5.473,,0.574666,0.75,-0.22,-0.84623,4678.0,0.574666
0,HD 221416 b,HD 221416,b,1,Transit,2019,0.836,0.19,K0 IV/V,2.943,1.212,-0.08,0.71181,5080.0,2.943
0,HD 3167 c,HD 3167,c,1,Transit,2016,0.26764253,0.0350188962184239,K0 V,0.88,0.837,0.04,-0.27003,5261.0,0.88
0,HD 90156 b,HD 90156,b,1,Radial Velocity,2009,0.395,,G5V,0.920286,0.84,-0.24,-0.14267,5599.0,0.920286
0,KOI-217 b,KOI-217,b,1,Transit,2010,1.11,,,0.86,0.95,0.12,-0.16872,5545.0,0.86
0,HD 45350 b,HD 45350,b,1,Radial Velocity,2004,1.2,,G5 V,1.26442,0.98,0.23,0.14065,5566.0,1.26442
0,WASP-10 b,WASP-10,b,1,Transit,2008,1.08,3.15,K5 V,0.698,0.75,0.03,-0.64029,4675.0,0.698
0,Kepler-14 b,Kepler-14,b,2,Transit,2011,1.136,8.4,,2.048,1.512,0.12,0.799,6395.0,2.048
0,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,b,1,Microlensing,2011,0.286,0.0327,,,0.56,,,,
0,Kepler-15 b,Kepler-15,b,1,Transit,2011,0.96,0.66,,0.992,1.018,0.36,-0.087,5515.0,0.992
0,Kepler-595 c,Kepler-595,c,1,Transit,2020,0.09001695,0.0103829091023503,,0.821,0.93,0.406,-0.34768,5138.5,0.821
0,Kepler-595 b,Kepler-595,b,1,Transit,2016,0.3308056,0.0547462479942107,,0.821,0.93,0.406,-0.34768,5138.5,0.821
0,HD 177830 c,HD 177830,c,2,Radial Velocity,2010,0.702,,K0,2.62,1.47,0.545,0.68502,4949.0,2.62
0,ups And c,ups And,c,2,Radial Velocity,1999,1.1,13.98,F8 V,1.56,1.3,0.1014,0.52541,6156.77,1.56
0,OGLE-TR-111 b,OGLE-TR-111,b,1,Transit,2004,1.019,0.55,K2 V,0.83,0.82,0.19,-0.33862,5040.0,0.83
0,Kepler-17 b,Kepler-17,b,1,Transit,2011,1.31,2.45,G2 V,1.01034,1.04,0.26,0.01164,5781.0,1.01034
0,CoRoT-18 b,CoRoT-18,b,1,Transit,2011,1.31,3.47,G9 V,1.0,0.95,-0.1,-0.17,5440.0,1.0
0,HD 192310 b,HD 192310,b,1,Radial Velocity,2011,0.381,,K3V,0.857922,0.8,-0.04,-0.41454,5166.0,0.857922
0,PSR B1257+12 b,PSR B1257+12,b,1,Pulsar Timing,1994,0.0302,6.29267218324261e-05,,,1.4,,,,
0,PSR B1257+12 d,PSR B1257+12,d,1,Pulsar Timing,1992,0.161,0.0122707107573231,,,1.4,,,,
0,ups And d,ups And,d,2,Radial Velocity,1999,1.11,10.25,F8 V,1.56,1.3,0.1014,0.52541,6156.77,1.56
0,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,b,1,Microlensing,2008,0.146,0.01,,,0.06,,,,
0,Kepler-40 b,Kepler-40,b,1,Transit,2010,1.17,2.2,F5 IV,2.13,1.48,0.1,0.81889,6510.0,2.13
0,TOI-756 b,TOI-756,b,1,Transit,2025,0.25069184,0.0309286387984822,M1 V,0.505,0.505,0.196,-1.38722,3657.0,0.505
0,HD 107148 b,HD 107148,b,2,Radial Velocity,2005,0.856,,G5 V,1.169193,1.12,0.314,0.12081,5797.0,1.169193
0,SWEEPS-11 b,SWEEPS-11,b,1,Transit,2006,1.13,9.7,,1.45,1.1,,,,1.45
0,OGLE-TR-211 b,OGLE-TR-211,b,1,Transit,2007,1.36,1.03,,1.64,1.33,0.11,0.26657,6325.0,1.64
0,Lupus-TR-3 b,Lupus-TR-3,b,1,Transit,2007,0.89,0.81,,0.82,0.87,,-1.46393,5000.0,0.82
0,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,b,1,Microlensing,2005,0.197,0.017,,,0.22,,,,
0,HN Peg b,HN Peg,b,1,Imaging,2006,1.05066,21.9987,G0 V,1.006954,1.08,-0.036,0.06024,6186.0,1.006954
0,HD 102365 b,HD 102365,b,2,Radial Velocity,2010,0.369,,G3/5V,0.95138,0.85,-0.26,-0.05665,5630.0,0.95138
0,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,b,1,Microlensing,2010,1.18,2.6,,,0.19,,,,
0,GJ 674 b,GJ 674,b,1,Radial Velocity,2007,0.297,,M2.5,0.36463,0.35,-0.28,-1.796,3600.0,0.36463
0,WASP-96 b,WASP-96,b,1,Transit,2014,1.2,0.48,G8,1.05,1.06,0.14,0.03226,5540.0,1.05
0,HD 69830 c,HD 69830,c,1,Radial Velocity,2006,0.309,,K0V,0.886947,0.86,-0.05,-0.22,5385.0,0.886947
0,2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,1,Imaging,2010,1.13,7.5,M8.5,0.231916,0.019,,-2.44363,2936.0,0.231916
0,WASP-21 b,WASP-21,b,1,Transit,2010,1.07,0.3,G3 V,1.06,1.01,-0.22,0.30426,5800.0,1.06
0,GJ 3634 b,GJ 3634,b,1,Radial Velocity,2010,0.253,0.026,M2.5,0.43,0.45,,-1.699,3517.0,0.43
0,HAT-P-4 b,HAT-P-4,b,2,Transit,2007,1.274,0.671,F,1.596,1.248,0.24,0.431,5860.0,1.596
0,OGLE-TR-10 b,OGLE-TR-10,b,1,Transit,2004,1.25,0.62,G2 V,1.17,1.14,0.28,0.188,5950.0,1.17
0,TOI-178 g,TOI-178,g,1,Transit,2021,0.26220047,0.0138439481905719,K,0.662,0.647,-0.23,-0.86646,4316.0,0.662
0,TOI-178 e,TOI-178,e,1,Transit,2021,0.20528182,0.0109493044779978,K,0.662,0.647,-0.23,-0.86646,4316.0,0.662
0,HD 27442 b,HD 27442,b,2,Radial Velocity,2000,1.21,,K1/2III,3.18,1.23,0.42,0.8509,4846.0,3.18
0,HD 69830 d,HD 69830,d,1,Radial Velocity,2006,0.397,,K0V,0.886947,0.86,-0.05,-0.22,5385.0,0.886947
0,GJ 3021 b,GJ 3021,b,2,Radial Velocity,2000,1.17,,G6 V,0.9,0.9,0.1,-0.18,5540.0,0.9
0,CoRoT-8 b,CoRoT-8,b,1,Transit,2010,0.57,0.22,K1 V,0.77,0.88,0.3,-0.4,5080.0,0.77
0,OGLE-TR-113 b,OGLE-TR-113,b,1,Transit,2004,1.093,1.26,K4 V,0.774,0.779,0.09,-0.529,4790.0,0.774
0,HD 46375 b,HD 46375,b,2,Radial Velocity,2000,0.894,,K1 IV-V,0.914196,0.92,0.24,-0.24502,5285.0,0.914196
0,HD 147513 b,HD 147513,b,2,Radial Velocity,2003,1.22,,G3/5V,0.98,1.11,0.06,-0.01,5883.0,0.98
0,HD 221287 b,HD 221287,b,1,Radial Velocity,2007,1.17,,F7 V,1.13864,1.25,-0.03,0.22011,6304.0,1.13864
0,HD 33564 b,HD 33564,b,1,Radial Velocity,2005,1.12,,F6 V,1.4367,1.25,-0.12,0.53504,6250.0,1.4367
0,CoRoT-11 b,CoRoT-11,b,1,Transit,2010,1.43,2.33,F6 V,1.37,1.27,-0.03,0.37753,6440.0,1.37
0,K2-138 g,K2-138,g,1,Transit,2021,0.26880186,0.013592171915804,G8 V,0.863,0.935,0.14,-0.28654,5356.3,0.863
0,CoRoT-12 b,CoRoT-12,b,1,Transit,2010,1.44,0.917,,1.116,1.078,0.16,0.07,5675.0,1.116
0,HAT-P-28 b,HAT-P-28,b,1,Transit,2011,1.212,0.626,G3,1.103,1.025,0.12,0.053,5680.0,1.103
0,HD 129445 b,HD 129445,b,1,Radial Velocity,2009,1.18,2.51,G6 V,1.175816,0.99,0.25,0.08968,5646.0,1.175816
0,Kepler-419 c,Kepler-419,c,1,Transit Timing Variations,2014,1.13,7.3,,1.74,1.39,0.176,0.7268,6430.0,1.74
0,GJ 3470 b,GJ 3470,b,1,Radial Velocity,2012,0.40770809,0.0437340716735362,M1.5,0.547,0.539,0.2,-1.5376,3600.0,0.547
0,51 Eri b,51 Eri,b,3,Imaging,2015,,10.9,F0 IV,1.48726,1.75,-0.027,0.75157,7295.0,1.48726
0,HD 70573 b,HD 70573,b,1,Radial Velocity,2007,1.14,,G1-1.5 V,0.976919,1.0,-0.18,-0.00083,5737.0,0.976919
0,HD 47536 b,HD 47536,b,1,Radial Velocity,2002,1.13,,K1 III,23.47,2.1,-0.65,2.24845,4380.0,23.47
0,CoRoT-13 b,CoRoT-13,b,1,Transit,2010,0.885,1.308,G0 V,1.01,1.09,0.01,0.07314,5945.0,1.01
0,CoRoT-14 b,CoRoT-14,b,1,Transit,2010,1.09,7.6,F9 V,1.21,1.13,0.05,0.11884,6035.0,1.21
0,47 UMa c,47 UMa,c,1,Radial Velocity,2001,1.27,,G0V,1.21334,1.06,0.04,0.1978,5872.0,1.21334
0,47 UMa b,47 UMa,b,1,Radial Velocity,1996,1.18,,G0V,1.21334,1.06,0.04,0.1978,5872.0,1.21334
0,47 UMa d,47 UMa,d,1,Radial Velocity,2009,1.2,,G0V,1.21334,1.06,0.04,0.1978,5872.0,1.21334
0,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,b,1,Microlensing,2009,0.462,0.0736,,,0.21,,,,
0,Kepler-419 b,Kepler-419,b,1,Transit,2014,0.96,2.5,,1.74,1.39,0.176,0.7268,6430.0,1.74
0,HD 24040 b,HD 24040,b,1,Radial Velocity,2006,1.15,5.0,G0 V,1.3,1.11,0.19,0.27569,5802.0,1.3
0,K2-138 e,K2-138,e,1,Transit,2017,0.30243554,0.0408079791083284,G8 V,0.863,0.935,0.14,-0.28654,5356.3,0.863
0,HD 11964 c,HD 11964,c,2,Radial Velocity,2008,0.48,,G9 V CN+1,2.00971,0.91,0.1,0.45905,5303.0,2.00971
0,CoRoT-6 b,CoRoT-6,b,1,Transit,2009,1.166,2.96,F9 V,1.025,1.05,-0.2,0.02573,6090.0,1.025
0,HAT-P-2 b,HAT-P-2,b,1,Transit,2007,0.951,9.02,F8,1.39,1.33,0.18,0.53,6380.0,1.39
0,Kepler-59 c,Kepler-59,c,1,Transit,2012,0.177,0.0119876005922907,,0.94,1.04,-0.2,0.32374,6074.0,0.94
0,Kepler-58 c,Kepler-58,c,1,Transit,2012,0.255,0.166756648659162,,1.03,0.95,0.1,-0.00422,5843.0,1.03
0,HD 154857 c,HD 154857,c,1,Radial Velocity,2014,1.18,,G5 V,1.76,1.718,-0.2,0.66269,5605.0,1.76
0,GJ 357 d,GJ 357,d,1,Radial Velocity,2019,0.209,,M2.5 V,0.337,0.342,-0.12,-1.79833,3505.0,0.337
0,Kepler-51 c,Kepler-51,c,1,Transit,2012,0.803,0.013,,0.94,1.04,0.05,-0.1417,6018.0,0.94
0,BD-210397 c,BD-210397,c,1,Radial Velocity,2023,1.15,4.8,K7 V,0.747,0.69,0.12,-0.86967,4051.0,0.747
0,Kepler-62 c,Kepler-62,c,1,Transit,2013,0.048,0.013,K2 V,0.64,0.69,-0.37,-0.678,4925.0,0.64
0,Kepler-62 b,Kepler-62,b,1,Transit,2013,0.117,0.03,K2 V,0.64,0.69,-0.37,-0.678,4925.0,0.64
0,CHXR 73 b,CHXR 73,b,1,Imaging,2006,1.1,12.569,M3.5,,0.35,,,3099.0,
0,FU Tau b,FU Tau,b,1,Imaging,2008,1.09,16.0,M7.25,,0.05,,-0.69897,2838.0,
0,GJ 667 C b,GJ 667 C,b,3,Radial Velocity,2012,0.201,,M1.5 V,,0.33,-0.55,-1.863,3350.0,
0,HD 168443 c,HD 168443,c,1,Radial Velocity,2000,1.09,17.306,G5,1.711479,0.98,0.04,0.38246,5491.0,1.711479
0,Kepler-59 b,Kepler-59,b,1,Transit,2012,0.098,0.0129000426321238,,0.94,1.04,-0.2,0.32374,6074.0,0.94
0,Kepler-53 b,Kepler-53,b,1,Transit,2012,0.258,0.349245056625791,,0.89,0.98,0.0,0.03558,5858.0,0.89
0,HD 82943 c,HD 82943,c,1,Radial Velocity,2003,1.2,1.959,G2/3V,1.1826,1.08,0.26,0.19405,5935.0,1.1826
0,HD 82943 b,HD 82943,b,1,Radial Velocity,2003,1.2,1.681,G2/3V,1.1826,1.08,0.26,0.19405,5935.0,1.1826
0,UZ For b,UZ For,b,2,Eclipse Timing Variations,2011,,6.3,,,0.7,,,5286.9,
0,Kepler-69 b,Kepler-69,b,1,Transit,2013,0.2,,G4 V,0.93,0.81,-0.29,-0.097,5638.0,0.93
0,HIP 5158 c,HIP 5158,c,1,Radial Velocity,2011,1.09,,,0.754089,0.78,0.17,-0.5608,4813.0,0.754089
1,HU Aqr AB b,HU Aqr,b,2,Eclipse Timing Variations,2011,1.14,,,,0.88,,,5952.0,
0,HD 63433 c,HD 63433,c,1,Transit,2020,0.24,0.0488911615757493,G5 V,0.934,0.956,-0.07,-0.1261,5553.0,0.934
0,Kepler-52 c,Kepler-52,c,1,Transit,2012,0.164,0.14284437451181,M0 V,0.52,0.54,0.0,-0.99568,4075.0,0.52
0,Kepler-55 b,Kepler-55,b,1,Transit,2012,0.217,0.135,,0.58,0.62,-0.01,-0.76324,4362.0,0.58
0,UZ For c,UZ For,c,2,Eclipse Timing Variations,2011,,7.7,,,0.7,,,5286.9,
0,Kepler-413 b,Kepler-413,b,2,Transit,2014,0.388,0.211,,0.7761,0.82,-0.2,-0.42994,4700.0,0.7761
0,TOI-238 c,TOI-238,c,1,Radial Velocity,2024,0.19448691,0.0210805574720072,K2V,0.733,0.79,-0.114,-0.47083,5059.0,0.733
0,Kepler-65 d,Kepler-65,d,1,Transit,2012,0.136,0.013,,1.41,1.25,0.17,0.4674,6211.0,1.41
0,alf Ari b,alf Ari,b,1,Radial Velocity,2010,1.2,,K2III,13.9,1.5,-0.09,1.934,4553.0,13.9
1,KOI-55 b,KOI-55,b,1,Orbital Brightness Modulation,2011,0.0677,0.0014,B,0.203,0.496,-0.106,1.36,27730.0,0.203
0,WASP-1 b,WASP-1,b,2,Transit,2007,1.483,0.854,F7 V,1.47,1.24,0.17,0.44091,6110.0,1.47
0,Kepler-65 c,Kepler-65,c,1,Transit,2012,0.23,0.017,,1.41,1.25,0.17,0.4674,6211.0,1.41
1,KOI-55 c,KOI-55,c,1,Orbital Brightness Modulation,2011,0.0773,0.0021,B,0.203,0.496,-0.106,1.36,27730.0,0.203
0,Ross 458 c,Ross 458,c,2,Imaging,2010,1.25,6.0,M2,0.562566,0.556419,,-1.29769,3965.42,0.562566
